kpid,"kwd","kwd2","acc","acc_txt",acc_int,"namAut","shTitle","kwst",bind_int,"bind_txt"
1158,"penance.;","penance;","304","a00304",304,"LIVERS, ARNOLD","Repentance, On-----;","penance;Repentance, On-----;",0,""
1159,"world, spirit of; Boarman, Rev. John.;","world, spirit of; Boarman, Rev. John;","305","a00305",305,"LIVERS, ARNOLD","Spirit of the world, On the-----;","world, spirit of; Boarman, Rev. John;Spirit of the world, On the-----;",0,""
1160,"God, word of.;","God, word of;","307","a00307",307,"LIVERS, ARNOLD","Word of God, On the-----;","God, word of;Word of God, On the-----;",0,""
1161,"Christ, body and blood of; Lord's Supper; communion.;","Christ, body and blood of; Lord's Supper; communion;","1006","a01006",1006,"LORD, JOSEPH","Blood and Body of Christ, The-----;","Christ, body and blood of; Lord's Supper; communion;Blood and Body of Christ, The-----;",0,""
1162,"communion; Lord's Supper.;","communion; Lord's Supper;","999","a00999",999,"LORD, JOSEPH","Cup of Blessing, The-----;","communion; Lord's Supper;Cup of Blessing, The-----;",0,""
1163,"Lord's Supper, duties regarding the; communion.;","Lord's Supper, duties regarding the; communion;","1004","a01004",1004,"LORD, JOSEPH","Duties Regarding the Sacrament of the Lord's Supper-----;","Lord's Supper, duties regarding the; communion;Duties Regarding the Sacrament of the Lord's Supper-----;",0,""
1164,"Lord's Supper, duties regarding the; communion.;","Lord's Supper, duties regarding the; communion;","1005","a01005",1005,"LORD, JOSEPH","Duties Regarding the Sacrament of the Lord's Supper-----;","Lord's Supper, duties regarding the; communion;Duties Regarding the Sacrament of the Lord's Supper-----;",0,""
1165,"Lord's Supper, duty in receiving; communion.;","Lord's Supper, duty in receiving; communion;","1008","a01008",1008,"LORD, JOSEPH","Duty in the Receiving of the Lord's Supper-----;","Lord's Supper, duty in receiving; communion;Duty in the Receiving of the Lord's Supper-----;",0,""
1166,"Lord's Supper, proper distribution of; communion.;","Lord's Supper, proper distribution of; communion;","1001","a01001",1001,"LORD, JOSEPH","Proper Distribution of the Elements of the Sacrament of the Lord's Supper-----;","Lord's Supper, proper distribution of; communion;Proper Distribution of the Elements of the Sacrament of the Lord's Supper-----;",0,""
1167,"Lord's Supper; communion.;","Lord's Supper; communion;","998","a00998",998,"LORD, JOSEPH","Sermon Notes on the Lord's Supper-----;","Lord's Supper; communion;Sermon Notes on the Lord's Supper-----;",0,""
1168,"Lord's Supper; communion.;","Lord's Supper; communion;","1007","a01007",1007,"LORD, JOSEPH","Sermon on the Lord's Supper-----;","Lord's Supper; communion;Sermon on the Lord's Supper-----;",0,""
1169,"Lord's Supper; communion.;","Lord's Supper; communion;","1009","a01009",1009,"LORD, JOSEPH","Sermon on the Lord's Supper-----;","Lord's Supper; communion;Sermon on the Lord's Supper-----;",0,""
1170,"Lord's Supper, blessing of the elements of; communion.;","Lord's Supper, blessing of the elements of; communion;","1000","a01000",1000,"LORD, JOSEPH","Sermon on the Sacrament of the Lord's Supper-----;","Lord's Supper, blessing of the elements of; communion;Sermon on the Sacrament of the Lord's Supper-----;",0,""
1171,"Lord's Supper; Lord's Supper, exhortation; communion.;","Lord's Supper; Lord's Supper, exhortation; communion;","1003","a01003",1003,"LORD, JOSEPH","Sermon on the Sacrament of the Lord's Supper-----;","Lord's Supper; Lord's Supper, exhortation; communion;Sermon on the Sacrament of the Lord's Supper-----;",0,""
1172,"Lord's Supper, cup in; communion.;","Lord's Supper, cup in; communion;","1002","a01002",1002,"LORD, JOSEPH","To Whom is the Cup in the Sacrament a Cup of Blessing?-----;","Lord's Supper, cup in; communion;To Whom is the Cup in the Sacrament a Cup of Blessing?-----;",0,""
1173,"funeral sermon; sermon, funeral; Carrington, Col. George, funeral of.;","funeral sermon; sermon, funeral; Carrington, Col. George, funeral of;","931","a00931",931,"MACRAE, [CHRISTOPHER]","Sermon on the death of Col. George Carrington-----;","funeral sermon; sermon, funeral; Carrington, Col. George, funeral of;Sermon on the death of Col. George Carrington-----;",0,""
1174,"priests, doing honor to.;","priests, doing honor to;","308","a00308",308,"MANNERS, MATHIAS","Doing honor to priests, On-----;","priests, doing honor to;Doing honor to priests, On-----;",0,""
1175,"","","310","a00310",310,"MANNERS, MATHIAS","Nativity, On the-----;","Nativity, On the-----;",0,""
1176,"Bolton, Rev. John.;","Bolton, Rev. John;","309","a00309",309,"MANNERS, MATHIAS","Peace, On-----;","Bolton, Rev. John;Peace, On-----;",0,""
1177,"God, Kingdom of; Kingdom of God;","God, Kingdom of; Kingdom of God;","311","a00311",311,"MARECHAL, AMBROSE","Seek the[e] first Kingdom of God-----;","God, Kingdom of; Kingdom of God;Seek the[e] first Kingdom of God-----;",0,""
1178,"penance, advantages of.;","penance, advantages of;","413","a00413",413,"MATTHEWS, IGNATIUS","Advantages of doing penance, On the-----;","penance, advantages of;Advantages of doing penance, On the-----;",0,""
1179,"servant, the wicked, parable; parable of the wicked servant.;","servant, the wicked, parable; parable of the wicked servant;","406","a00406",406,"MATTHEWS, IGNATIUS","Charity, On-----;","servant, the wicked, parable; parable of the wicked servant;Charity, On-----;",0,""
1180,"Pentecost.;","Pentecost;","405","a00405",405,"MATTHEWS, IGNATIUS","Communion, On-----;","Pentecost;Communion, On-----;",0,""
1181,"Eucharist.;","Eucharist;","410","a00410",410,"MATTHEWS, IGNATIUS","Communion, On-----;","Eucharist;Communion, On-----;",0,""
1182,"works, good.;","works, good;","408","a00408",408,"MATTHEWS, IGNATIUS","Good works, On-----;","works, good;Good works, On-----;",0,""
1183,"fig tree, parable of; parable of the fig tree.;","fig tree, parable of; parable of the fig tree;","403","a00403",403,"MATTHEWS, IGNATIUS","Judgment, On-----;","fig tree, parable of; parable of the fig tree;Judgment, On-----;",0,""
1184,"God, obedience to.;","God, obedience to;","407","a00407",407,"MATTHEWS, IGNATIUS","Obedience to God, On-----;","God, obedience to;Obedience to God, On-----;",0,""
1185,"","","411","a00411",411,"MATTHEWS, IGNATIUS","Penance, On-----;","Penance, On-----;",0,""
1186,"","","412","a00412",412,"MATTHEWS, IGNATIUS","Penance, On-----;","Penance, On-----;",0,""
1187,"sin, original; original sin; sin, relapse into;","sin, original; original sin; sin, relapse into;","404","a00404",404,"MATTHEWS, IGNATIUS","Relapse, On-----;","sin, original; original sin; sin, relapse into;Relapse, On-----;",0,""
1188,"God, service to.;","God, service to;","409","a00409",409,"MATTHEWS, IGNATIUS","Serving God, On-----;","God, service to;Serving God, On-----;",0,""
1189,"prayer; prayer, secret; prayer, family; prayer, private; Pharisees, hypocritcal actions of; pride; humility; Great Awakening; enthusiasm, condemnation of.;","prayer; prayer, secret; prayer, family; prayer, private; Pharisees, hypocritcal actions of; pride; humility; Great Awakening; enthusiasm, condemnation of;","669","a00669",669,"MAURY, JAMES","But thou, when thou prayest, enter into thy Closet-----;","prayer; prayer, secret; prayer, family; prayer, private; Pharisees, hypocritcal actions of; pride; humility; Great Awakening; enthusiasm, condemnation of;But thou, when thou prayest, enter into thy Closet-----;",0,""
1190,"prayer; prayer, proper preparation for; prayer, private; prayer, secret; devotion, private; adoration, private; .;","prayer; prayer, proper preparation for; prayer, private; prayer, secret; devotion, private; adoration, private; ;","670","a00670",670,"MAURY, JAMES","But thou, when thou prayest, enter into thy Closet-----;","prayer; prayer, proper preparation for; prayer, private; prayer, secret; devotion, private; adoration, private; ;But thou, when thou prayest, enter into thy Closet-----;",0,""
1191,"obedience to parents; parents; children, duty to obey parents; obedience to pastors; pastors, obedience to; obedience to magistrates; magistrates, obedience to; Jonathan;.;","obedience to parents; parents; children, duty to obey parents; obedience to pastors; pastors, obedience to; obedience to magistrates; magistrates, obedience to; Jonathan;;","680","a00680",680,"MAURY, JAMES","Children, obey your Parents in the Lord-----;","obedience to parents; parents; children, duty to obey parents; obedience to pastors; pastors, obedience to; obedience to magistrates; magistrates, obedience to; Jonathan;;Children, obey your Parents in the Lord-----;",0,""
1192,"prayer; prayer, efficacy of; prayer, duty and benefit of; salvation; supplication; God, our parent; world, evils of; mercy of God; God, mercy of;.;","prayer; prayer, efficacy of; prayer, duty and benefit of; salvation; supplication; God, our parent; world, evils of; mercy of God; God, mercy of;;","677","a00677",677,"MAURY, JAMES","Let your Requests be made known unto God-----;","prayer; prayer, efficacy of; prayer, duty and benefit of; salvation; supplication; God, our parent; world, evils of; mercy of God; God, mercy of;;Let your Requests be made known unto God-----;",0,""
1193,"religion, satisfaction of; happiness; tranquility; peace; mind, peace of; conscience; God, commandments of; Cassandra;.;","religion, satisfaction of; happiness; tranquility; peace; mind, peace of; conscience; God, commandments of; Cassandra;;","672","a00672",672,"MAURY, JAMES","Mark the perfect Man, and behold the upright-----;","religion, satisfaction of; happiness; tranquility; peace; mind, peace of; conscience; God, commandments of; Cassandra;;Mark the perfect Man, and behold the upright-----;",0,""
1194,"Christ as teacher; Nicodemus; Christ, character of; Christ, example of; Lycurgus; Plato; Aristotle; philosophy, ancient; Christianity, philosophy of; Christ, moral system of; Bolingbroke, Lord;.;","Christ as teacher; Nicodemus; Christ, character of; Christ, example of; Lycurgus; Plato; Aristotle; philosophy, ancient; Christianity, philosophy of; Christ, moral system of; Bolingbroke, Lord;;","676","a00676",676,"MAURY, JAMES","Rabbi, we know, that thou art a Teacher come from God-----;","Christ as teacher; Nicodemus; Christ, character of; Christ, example of; Lycurgus; Plato; Aristotle; philosophy, ancient; Christianity, philosophy of; Christ, moral system of; Bolingbroke, Lord;;Rabbi, we know, that thou art a Teacher come from God-----;",0,""
1195,"sermon, funeral; death; Quarles, Miss Sithe; Dunbar, Mr.; God, duty to remember; young people, duty of; young people, sins of; sins, young people's; virtue, study of;.;","sermon, funeral; death; Quarles, Miss Sithe; Dunbar, Mr.; God, duty to remember; young people, duty of; young people, sins of; sins, young people's; virtue, study of;;","673","a00673",673,"MAURY, JAMES","Remember now thy Creator in the Days of thy Youth-----;","sermon, funeral; death; Quarles, Miss Sithe; Dunbar, Mr.; God, duty to remember; young people, duty of; young people, sins of; sins, young people's; virtue, study of;;Remember now thy Creator in the Days of thy Youth-----;",0,""
1196,"Sermon on the Mount; God, the father of all; God, righteousness of; God, Kingdom of; Solomon; Martha; salvation;.;","Sermon on the Mount; God, the father of all; God, righteousness of; God, Kingdom of; Solomon; Martha; salvation;;","674","a00674",674,"MAURY, JAMES","Seek ye first the Kingdom of God & his Righteousness, But-----;","Sermon on the Mount; God, the father of all; God, righteousness of; God, Kingdom of; Solomon; Martha; salvation;;Seek ye first the Kingdom of God & his Righteousness, But-----;",0,""
1197,"Whitsunday; Christ, Ascension of; Christ as Judge; Christ as mediator;.;","Whitsunday; Christ, Ascension of; Christ as Judge; Christ as mediator;;","679","a00679",679,"MAURY, JAMES","So then, after the Lord had spoken unto them-----;","Whitsunday; Christ, Ascension of; Christ as Judge; Christ as mediator;;So then, after the Lord had spoken unto them-----;",0,""
1198,"God, Kingdom of; God, worthy of praise; prayer; God, obedience to; obedience; submission; patience; piety; Green, Bishop William Mercer; God, will of; commandments; meekness; humility; neighbor, love of; world, sins of; .;","God, Kingdom of; God, worthy of praise; prayer; God, obedience to; obedience; submission; patience; piety; Green, Bishop William Mercer; God, will of; commandments; meekness; humility; neighbor, love of; world, sins of; ;","675","a00675",675,"MAURY, JAMES","Thy will be done on earth as it is in heaven-----;","God, Kingdom of; God, worthy of praise; prayer; God, obedience to; obedience; submission; patience; piety; Green, Bishop William Mercer; God, will of; commandments; meekness; humility; neighbor, love of; world, sins of; ;Thy will be done on earth as it is in heaven-----;",0,""
1199,"flesh, lusts of; spirit; lust, victory over; passion, conflict with reason; reason; original sin; free will; St. Paul; evil, inclination to;.;","flesh, lusts of; spirit; lust, victory over; passion, conflict with reason; reason; original sin; free will; St. Paul; evil, inclination to;;","671","a00671",671,"MAURY, JAMES","Walk in the Spirit-----;","flesh, lusts of; spirit; lust, victory over; passion, conflict with reason; reason; original sin; free will; St. Paul; evil, inclination to;;Walk in the Spirit-----;",0,""
1200,"God, power of; God, worship of;","God, power of; God, worship of;","951","a00951",951,"MCCORKLE, SAMUEL EUSEBIUS","Creation-----;","God, power of; God, worship of;Creation-----;",0,""
1201,"plundering; American Revolution; Revolution, American.;","plundering; American Revolution; Revolution, American;","952","a00952",952,"MCCORKLE, SAMUEL EUSEBIUS","Crime and Curse of Plundering, The-----;","plundering; American Revolution; Revolution, American;Crime and Curse of Plundering, The-----;",0,""
1202,"American Independence; Independence, American.;","American Independence; Independence, American;","954","a00954",954,"MCCORKLE, SAMUEL EUSEBIUS","Sermon for the Anniversary of American Independence, A-----;","American Independence; Independence, American;Sermon for the Anniversary of American Independence, A-----;",0,""
1203,"false gods, worship of.;","false gods, worship of;","953","a00953",953,"MCCORKLE, SAMUEL EUSEBIUS","Sermon from Deuteronomy, A-----;","false gods, worship of;Sermon from Deuteronomy, A-----;",0,""
1204,"Creation; man, creation of.;","Creation; man, creation of;","957","a00957",957,"MCCORKLE, SAMUEL EUSEBIUS","Sermon on The Creation of Man, A-----;","Creation; man, creation of;Sermon on The Creation of Man, A-----;",0,""
1205,"law of God; Sprague, Rev. William B.; God, law of;","law of God; Sprague, Rev. William B.; God, law of;","955","a00955",955,"MCCORKLE, SAMUEL EUSEBIUS","Sermon on The Law of God, A-----;","law of God; Sprague, Rev. William B.; God, law of;Sermon on The Law of God, A-----;",0,""
1206,"law of God; God, law of.;","law of God; God, law of;","956","a00956",956,"MCCORKLE, SAMUEL EUSEBIUS","Sermon on The Law of God, A-----;","law of God; God, law of;Sermon on The Law of God, A-----;",0,""
1207,"slavery; McCorkle, Samuel Eusebius.;","slavery; McCorkle, Samuel Eusebius;","933","a00933",933,"MEACHAM, JAMES","Sermon against slavery-----;","slavery; McCorkle, Samuel Eusebius;Sermon against slavery-----;",0,""
1208,"Christ's yoke, easiness of;","Christ's yoke, easiness of;","958","a00958",958,"MILLER, ROBERT JOHNSTON","Sermon on Matthew 11, 28-30-----;","Christ's yoke, easiness of;Sermon on Matthew 11, 28-30-----;",0,""
1209,"sermons, hearing; Beadnall, Rev. James.;","sermons, hearing; Beadnall, Rev. James;","312","a00312",312,"MOLYNEUX, RICHARD","Hearing sermons diligently, On-----;","sermons, hearing; Beadnall, Rev. James;Hearing sermons diligently, On-----;",0,""
