p_index_int,"p_index_text",acc_int,"acc_tag","acc_txt","replaceText","namAut","shTitle"
1352,"a01352",934,"_934b_","a00934b","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934b_','a01352') WHERE 1;","PAXTON, ROBERT","Resurrection of Christ, Of the"
1353,"a01353",934,"_934m_","a00934m","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934m_','a01353') WHERE 1;","PAXTON, ROBERT","Sacrament, Of the"
1354,"a01354",934,"_934dd_","a00934dd","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934dd_','a01354') WHERE 1;","PAXTON, ROBERT","Sacrament, Of the"
1355,"a01355",934,"_934k_","a00934k","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934k_','a01355') WHERE 1;","PAXTON, ROBERT","Salvation, Of"
1356,"a01356",934,"_934a_","a00934a","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934a_','a01356') WHERE 1;","PAXTON, ROBERT","Son of God, The"
1357,"a01357",934,"_934ss_","a00934ss","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934ss_','a01357') WHERE 1;","PAXTON, ROBERT","Souls rest, The"
1358,"a01358",934,"_934d_","a00934d","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934d_','a01358') WHERE 1;","PAXTON, ROBERT","Tares in the Church, Of the"
1359,"a01359",934,"_934u_","a00934u","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934u_','a01359') WHERE 1;","PAXTON, ROBERT","Walking Circumspectly, Of"
1360,"a01360",934,"_934s_","a00934s","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_934s_','a01360') WHERE 1;","PAXTON, ROBERT","Wisdom of fearing God, The"
1361,"a01361",935,"_935_","a00935","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_935_','a01361') WHERE 1;","PEAD, DEUEL","Sermon Preached at James City in Virginia, A"
1362,"a01362",969,"_969a_","a00969a","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_969a_','a01362') WHERE 1;","PETTIGREW, CHARLES ","Cause of Children Advocated, The"
1363,"a01363",969,"_969_","a00969","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_969_','a01363') WHERE 1;","PETTIGREW, CHARLES","Cause of Children Advocated, The"
1364,"a01364",970,"_970_","a00970","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_970_','a01364') WHERE 1;","PETTIGREW, CHARLES","Cause of young children advocated, The"
1365,"a01365",976,"_976_","a00976","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_976_','a01365') WHERE 1;","PETTIGREW, CHARLES","Certainty of Death, On the"
1366,"a01366",978,"_978_","a00978","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_978_','a01366') WHERE 1;","PETTIGREW, CHARLES","Character of Judas, On the"
1367,"a01367",981,"_981_","a00981","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_981_','a01367') WHERE 1;","PETTIGREW, CHARLES","Discourse on the Analogy between Christ crucified, & the brazen Serpent, A"
1368,"a01368",980,"_980_","a00980","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_980_','a01368') WHERE 1;","PETTIGREW, CHARLES","Duty of Man to his Creator, On the"
1369,"a01369",979,"_979_","a00979","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_979_','a01369') WHERE 1;","PETTIGREW, CHARLES","Except a man be born again He cannot see the Kingdom of God"
1370,"a01370",13,"_13_","a00013 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_13_','a01370') WHERE 1;","PETTIGREW, CHARLES ","Fear, & service of god, The "
1371,"a01371",974,"_974_","a00974","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_974_','a01371') WHERE 1;","PETTIGREW, CHARLES","Gracious Declarations of Christ in favor of Little Children, On the"
1372,"a01372",975,"_975_","a00975","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_975_','a01372') WHERE 1;","PETTIGREW, CHARLES","Gracious Declarations of Christ in favor of little children, On the"
1373,"a01373",967,"_967_","a00967","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_967_','a01373') WHERE 1;","PETTIGREW, CHARLES ","Gratitude to God, On"
1374,"a01374",971,"_971_","a00971","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_971_','a01374') WHERE 1;","PETTIGREW, CHARLES","Infant's Cause advocated, The"
1375,"a01375",972,"_972_","a00972","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_972_','a01375') WHERE 1;","PETTIGREW, CHARLES","Infant's Cause advocated, The"
1376,"a01376",973,"_973_","a00973","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_973_','a01376') WHERE 1;","PETTIGREW, CHARLES","Infant's Cause advocated, The"
1377,"a01377",963,"_963_","a00963","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_963_','a01377') WHERE 1;","PETTIGREW, CHARLES ","Love of God in the salvation of man, The"
1378,"a01378",964,"_964_","a00964","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_964_','a01378') WHERE 1;","PETTIGREW, CHARLES ","Origin of Love, The"
1379,"a01379",977,"_977_","a00977","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_977_','a01379') WHERE 1;","PETTIGREW, CHARLES","Self-examination, On"
1380,"a01380",965,"_965_","a00965","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_965_','a01380') WHERE 1;","PETTIGREW, CHARLES ","Sermon on The Love of God, A"
1381,"a01381",966,"_966_","a00966","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_966_','a01381') WHERE 1;","PETTIGREW, CHARLES ","Sermon on the profanation of the name of God, A"
1382,"a01382",968,"_968_","a00968","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_968_','a01382') WHERE 1;","PETTIGREW, CHARLES ","What is to be done for the inheritance of eternal life, On"
1383,"a01383",378,"_378_","a00378","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_378_','a01383') WHERE 1;","PILE, HENRY","Advent, On"
1384,"a01384",383,"_383_","a00383","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_383_','a01384') WHERE 1;","PILE, HENRY","Ascensionis, In festo"
1385,"a01385",385,"_385_","a00385","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_385_','a01385') WHERE 1;","PILE, HENRY","Creed, On the"
1386,"a01386",396,"_396_","a00396","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_396_','a01386') WHERE 1;","PILE, HENRY","Easter duty, On"
1387,"a01387",384,"_384_","a00384","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_384_','a01387') WHERE 1;","PILE, HENRY","Eight Beatitudes, On ye"
1388,"a01388",303,"_303_","a00303","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_303_','a01388') WHERE 1;","PILE, HENRY","Feast of Corpus Christi, On the"
1389,"a01389",390,"_390_","a00390","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_390_','a01389') WHERE 1;","PILE, HENRY","God's mercy towards sinners, On"
1390,"a01390",393,"_393_","a00393","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_393_','a01390') WHERE 1;","PILE, HENRY","Humility, On"
1391,"a01391",392,"_392_","a00392","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_392_','a01391') WHERE 1;","PILE, HENRY","Innocence, On"
1392,"a01392",394,"_394_","a00394","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_394_','a01392') WHERE 1;","PILE, HENRY","Judgment, On"
1393,"a01393",398,"_398_","a00398","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_398_','a01393') WHERE 1;","PILE, HENRY","Love of our neighbor, Of ye"
1394,"a01394",399,"_399_","a00399","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_399_','a01394') WHERE 1;","PILE, HENRY","Loving our enemies, On"
1395,"a01395",388,"_388_","a00388","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_388_','a01395') WHERE 1;","PILE, HENRY","Marriage, On"
1396,"a01396",377,"_377_","a00377","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_377_','a01396') WHERE 1;","PILE, HENRY","Pardoning one's enemies, On"
1397,"a01397",382,"_382_","a00382","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_382_','a01397') WHERE 1;","PILE, HENRY","Passion, On the"
1398,"a01398",380,"_380_","a00380","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_380_','a01398') WHERE 1;","PILE, HENRY","Pentecost, On"
1399,"a01399",386,"_386_","a00386","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_386_','a01399') WHERE 1;","PILE, HENRY","Perseverance, Of"
1400,"a01400",400,"_400_","a00400","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_400_','a01400') WHERE 1;","PILE, HENRY","Preparation for Death, On"
1401,"a01401",401,"_401_","a00401","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_401_','a01401') WHERE 1;","PILE, HENRY","Remedies for sin, On"
1402,"a01402",391,"_391_","a00391","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_391_','a01402') WHERE 1;","PILE, HENRY","Resurrection, On the"
1403,"a01403",395,"_395_","a00395","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_395_','a01403') WHERE 1;","PILE, HENRY","Resurrection, On the"
1404,"a01404",397,"_397_","a00397","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_397_','a01404') WHERE 1;","PILE, HENRY","Resurrection, On the"
1405,"a01405",387,"_387_","a00387","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_387_','a01405') WHERE 1;","PILE, HENRY","Sincere conversion, On"
1406,"a01406",379,"_379_","a00379","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_379_','a01406') WHERE 1;","PILE, HENRY","Slavery to human respects, On"
1407,"a01407",381,"_381_","a00381","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_381_','a01407') WHERE 1;","PILE, HENRY","True church, On the one"
1408,"a01408",389,"_389_","a00389","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_389_','a01408') WHERE 1;","PILE, HENRY","Word of God, On the"
1409,"a01409",464,"_464_","a00464","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_464_','a01409') WHERE 1;","PLUNKETT, ROBERT","Circumcision, On the"
1410,"a01410",459,"_459_","a00459","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_459_','a01410') WHERE 1;","PLUNKETT, ROBERT","Epiphany"
1411,"a01411",463,"_463_","a00463","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_463_','a01411') WHERE 1;","PLUNKETT, ROBERT","Feast of the name of Jesus, On the"
1412,"a01412",461,"_461_","a00461","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_461_','a01412') WHERE 1;","PLUNKETT, ROBERT","Importance of Salvation, The"
1413,"a01413",462,"_462_","a00462","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_462_','a01413') WHERE 1;","PLUNKETT, ROBERT","Profanity, On"
1414,"a01414",465,"_465_","a00465","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_465_','a01414') WHERE 1;","PLUNKETT, ROBERT","Resurrection, On the "
1415,"a01415",460,"_460_","a00460","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_460_','a01415') WHERE 1;","PLUNKETT, ROBERT","Vocation to Sanctity, On our"
1416,"a01416",904,"_904a_","a00904a","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_904a_','a01416') WHERE 1;","[PREADE, ROBERT?]","Good Friday, On"
1417,"a01417",904,"_904_","a00904","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_904_','a01417') WHERE 1;","[PREADE, ROBERT?]","Two Sermons [by Robert Preade (Read?)]"
1418,"a01418",402,"_402_","a00402","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_402_','a01418') WHERE 1;","PULTON, THOMAS","Festa Sancti P. Ignatii, In"
1419,"a01419",1012,"_1012_","a01012","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_1012_','a01419') WHERE 1;","PURCELL, HENRY","Come unto me all ye that labour"
1420,"a01420",904,"_904b_","a00904b","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_904b_','a01420') WHERE 1;","[READ, ROBERT?]","Read, Robert, see Preade, Robert"
1421,"a01421",905,"_905a_","a00905a","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_905a_','a01421') WHERE 1;","[READ, THOMAS?]","Read, Thomas, see Preade, Robert"
1422,"a01422",905,"_905_","a00905","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_905_','a01422') WHERE 1;","[READ, THOMAS?]","Regeneration, On"
1423,"a01423",936,"_936_","a00936","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_936_','a01423') WHERE 1;","REED, GEORGE A.","Every one that loveth is born of God"
1424,"a01424",938,"_938_","a00938","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_938_','a01424') WHERE 1;","REED, GEORGE A.","Sermon on 2 Cor. 4. 13"
1425,"a01425",937,"_937_","a00937","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_937_','a01425') WHERE 1;","[REED, GEORGE A. V.]","Become as little children"
1426,"a01426",937,"_937a_","a00937a","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_937a_','a01426') WHERE 1;","[REED, GEORGE A.]","Reed, George A., see Reed, George A. V."
1427,"a01427",222,"_222_","a00222","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_222_','a01427') WHERE 1;","ROELS, BENJAMIN LOUIS","Ascension, On the"
1428,"a01428",232,"_232_","a00232","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_232_','a01428') WHERE 1;","ROELS, BENJAMIN LOUIS","Ascension, On the"
1429,"a01429",233,"_233_","a00233","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_233_','a01429') WHERE 1;","ROELS, BENJAMIN LOUIS","Ascension, On the"
1430,"a01430",229,"_229_","a00229","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_229_','a01430') WHERE 1;","ROELS, BENJAMIN LOUIS","Celestial Glory, On"
1431,"a01431",209,"_209_","a00209","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_209_','a01431') WHERE 1;","ROELS, BENJAMIN LOUIS","Communion, On"
1432,"a01432",224,"_224_","a00224","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_224_','a01432') WHERE 1;","ROELS, BENJAMIN LOUIS","Communion, On"
1433,"a01433",231,"_231_","a00231","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_231_','a01433') WHERE 1;","ROELS, BENJAMIN LOUIS","Death of the Just, On the"
1434,"a01434",218,"_218_","a00218","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_218_','a01434') WHERE 1;","ROELS, BENJAMIN LOUIS","Detraction, On"
1435,"a01435",208,"_208_","a00208","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_208_','a01435') WHERE 1;","ROELS, BENJAMIN LOUIS","Eternity, On"
1436,"a01436",213,"_213_","a00213","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_213_','a01436') WHERE 1;","ROELS, BENJAMIN LOUIS","Eternity, On"
1437,"a01437",210,"_210_","a00210","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_210_','a01437') WHERE 1;","ROELS, BENJAMIN LOUIS","Faith, On"
1438,"a01438",204,"_204_","a00204","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_204_','a01438') WHERE 1;","ROELS, BENJAMIN LOUIS","Feast of All Saints, On the"
1439,"a01439",205,"_205_","a00205","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_205_','a01439') WHERE 1;","ROELS, BENJAMIN LOUIS","Feast of Corpus Christi, On the"
1440,"a01440",202,"_202_","a00202","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_202_','a01440') WHERE 1;","ROELS, BENJAMIN LOUIS","Greed, On"
1441,"a01441",207,"_207_","a00207","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_207_','a01441') WHERE 1;","ROELS, BENJAMIN LOUIS","Habitual Grace, On"
1442,"a01442",215,"_215_","a00215","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_215_','a01442') WHERE 1;","ROELS, BENJAMIN LOUIS","Immaculate Conception, On the"
1443,"a01443",216,"_216_","a00216","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_216_','a01443') WHERE 1;","ROELS, BENJAMIN LOUIS","Ingratitude to God, On"
1444,"a01444",226,"_226_","a00226","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_226_','a01444') WHERE 1;","ROELS, BENJAMIN LOUIS","Judgment"
1445,"a01445",219,"_219_","a00219","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_219_','a01445') WHERE 1;","ROELS, BENJAMIN LOUIS","Justice, On"
1446,"a01446",217,"_217_","a00217","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_217_','a01446') WHERE 1;","ROELS, BENJAMIN LOUIS","Marriage"
1447,"a01447",230,"_230_","a00230","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_230_','a01447') WHERE 1;","ROELS, BENJAMIN LOUIS","Mortal Sin, On"
1448,"a01448",225,"_225_","a00225","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_225_','a01448') WHERE 1;","ROELS, BENJAMIN LOUIS","Nativity of Christ"
1449,"a01449",212,"_212_","a00212","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_212_','a01449') WHERE 1;","ROELS, BENJAMIN LOUIS","Pentecost, On"
1450,"a01450",214,"_214_","a00214","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_214_','a01450') WHERE 1;","ROELS, BENJAMIN LOUIS","Preparation for Death, On"
1451,"a01451",228,"_228_","a00228","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_228_','a01451') WHERE 1;","ROELS, BENJAMIN LOUIS","Rash Judgment, On"
1452,"a01452",223,"_223_","a00223","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_223_','a01452') WHERE 1;","ROELS, BENJAMIN LOUIS","Relapse, On"
1453,"a01453",203,"_203_","a00203","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_203_','a01453') WHERE 1;","ROELS, BENJAMIN LOUIS","Repentance, On"
1454,"a01454",206,"_206_","a00206","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_206_','a01454') WHERE 1;","ROELS, BENJAMIN LOUIS","Resurrection, On the"
1455,"a01455",220,"_220_","a00220","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_220_','a01455') WHERE 1;","ROELS, BENJAMIN LOUIS","Resurrection, On the"
1456,"a01456",211,"_211_","a00211","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_211_','a01456') WHERE 1;","ROELS, BENJAMIN LOUIS","Salvation, On"
1457,"a01457",221,"_221_","a00221","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_221_','a01457') WHERE 1;","ROELS, BENJAMIN LOUIS","Word of God, On the"
1458,"a01458",227,"_227_","a00227","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_227_','a01458') WHERE 1;","ROELS, BENJAMIN LOUIS","Worldliness, On"
1459,"a01459",906,"_906_","a00906","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_906_','a01459') WHERE 1;","SAVERY, WILLIAM","Sermon delivered at the Bank Meeting House, A"
1460,"a01460",939,"_939_","a00939","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_939_','a01460') WHERE 1;","SELDEN, MILES","He is not a Jew, which is one outwardly"
1461,"a01461",35,"_35_","a00035 ","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_35_','a01461') WHERE 1;","SELDEN, MILES ","Scripture Doctrine of Regeneration, The "
1462,"a01462",942,"_942_","a00942","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_942_','a01462') WHERE 1;","SELDEN, MILES","Sermon on the parable of the Rich Man and Lazarus"
1463,"a01463",682,"_682_","a00682","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_682_','a01463') WHERE 1;","SELDEN, MILES","Sermon upon the decay of Christianity"
1464,"a01464",941,"_941_","a00941","UPDATE  `kprint_index_100505` set pind_list = REPLACE(pind_list,'_941_','a01464') WHERE 1;","SELDEN, MILES","Thanksgiving Sermon, A"
