kpid,"kwd","acc","acc_txt",acc_int,"namAut","shTitle","kwst",bind_int,"bind_txt"
1394,"","232","a00232",232,"ROELS, BENJAMIN LOUIS","Ascension, On the","",0,""
1395,"Bolton, Rev. John.;","233","a00233",233,"ROELS, BENJAMIN LOUIS","Ascension, On the","",0,""
1396,"glory, celestial; tabernacle.;","229","a00229",229,"ROELS, BENJAMIN LOUIS","Celestial Glory, On","",0,""
1397,"Eucharist.;","209","a00209",209,"ROELS, BENJAMIN LOUIS","Communion, On","",0,""
1398,"Palm Sunday; Eucharist; Communion, preparation for.;","224","a00224",224,"ROELS, BENJAMIN LOUIS","Communion, On","",0,""
1399,"just, the; funeral sermon.;","231","a00231",231,"ROELS, BENJAMIN LOUIS","Death of the Just, On the","",0,""
1400,"slander.;","218","a00218",218,"ROELS, BENJAMIN LOUIS","Detraction, On","",0,""
1401,"grace, perseverance in.;","208","a00208",208,"ROELS, BENJAMIN LOUIS","Eternity, On","",0,""
1402,"Babin, Francis; Bra[ux or -cey], Marguaret.;","213","a00213",213,"ROELS, BENJAMIN LOUIS","Eternity, On","",0,""
1403,"Baptism; charity.;","210","a00210",210,"ROELS, BENJAMIN LOUIS","Faith, On","",0,""
1404,"saints; Saints, Feast of All.;","204","a00204",204,"ROELS, BENJAMIN LOUIS","Feast of All Saints, On the","",0,""
1405,"Eucharist; communion; sacrament; Corpus Christi, Feast of.;","205","a00205",205,"ROELS, BENJAMIN LOUIS","Feast of Corpus Christi, On the","",0,""
1406,"","202","a00202",202,"ROELS, BENJAMIN LOUIS","Greed, On","",0,""
1407,"faith; charity; grace, habitual.;","207","a00207",207,"ROELS, BENJAMIN LOUIS","Habitual Grace, On","",0,""
1408,"Joseph; Mary; Jacob; Conception, Immaculate.;","215","a00215",215,"ROELS, BENJAMIN LOUIS","Immaculate Conception, On the","",0,""
1409,"","216","a00216",216,"ROELS, BENJAMIN LOUIS","Ingratitude to God, On","",0,""
1410,"Advent; Christ, second coming of.;","226","a00226",226,"ROELS, BENJAMIN LOUIS","Judgment","",0,""
1411,"hypocrisy.;","219","a00219",219,"ROELS, BENJAMIN LOUIS","Justice, On","",0,""
1412,"marriage; Cana, marriage feast of;","217","a00217",217,"ROELS, BENJAMIN LOUIS","Marriage","",0,""
1413,"sin, wages of; wages of sin; sin, mortal.;","230","a00230",230,"ROELS, BENJAMIN LOUIS","Mortal Sin, On","",0,""
1414,"Christ, nativity of.;","225","a00225",225,"ROELS, BENJAMIN LOUIS","Nativity of Christ","",0,""
1415,"Holy Ghost.;","212","a00212",212,"ROELS, BENJAMIN LOUIS","Pentecost, On","",0,""
1416,"death, preparation for.;","214","a00214",214,"ROELS, BENJAMIN LOUIS","Preparation for Death, On","",0,""
1417,"Sermon on the Mount; judgment, rash.;","228","a00228",228,"ROELS, BENJAMIN LOUIS","Rash Judgment, On","",0,""
1418,"evil inclinations.;","223","a00223",223,"ROELS, BENJAMIN LOUIS","Relapse, On","",0,""
1419,"harvest; bad seed; good seed; seed, bad; seed, good.;","203","a00203",203,"ROELS, BENJAMIN LOUIS","Repentance, On","",0,""
1420,"vanity, delusions of; impermanence.;","206","a00206",206,"ROELS, BENJAMIN LOUIS","Resurrection, On the","",0,""
1421,"","220","a00220",220,"ROELS, BENJAMIN LOUIS","Resurrection, On the","",0,""
1422,"God the Father.;","211","a00211",211,"ROELS, BENJAMIN LOUIS","Salvation, On","",0,""
1423,"God, word of.;","221","a00221",221,"ROELS, BENJAMIN LOUIS","Word of God, On the","",0,""
1424,"vanity.;","227","a00227",227,"ROELS, BENJAMIN LOUIS","Worldliness, On","",0,""
1425,"American Revolution; Revolution, American.;","906","a00906",906,"SAVERY, WILLIAM","Sermon delivered at the Bank Meeting House, A","",0,""
1426,"Jews; circumcision.;","939","a00939",939,"SELDEN, MILES","He is not a Jew, which is one outwardly","",0,""
1427,"regeneration, doctrine of.;","35 ","a00035 ",35,"SELDEN, MILES ","Scripture Doctrine of Regeneration, The ","",0,""
1428,"Lazarus; wealth; Rich Man and Lazarus, parable of; parable of the Rich man and Lazarus;","942","a00942",942,"SELDEN, MILES","Sermon on the parable of the Rich Man and Lazarus","",0,""
1429,"Christianity, decay of.;","682","a00682",682,"SELDEN, MILES","Sermon upon the decay of Christianity","",0,""
1430,"sermon, thanksgiving.;","941","a00941",941,"SELDEN, MILES","Thanksgiving Sermon, A","",0,""
1431,"death.;","940","a00940",940,"SELDEN, MILES","Unstable as Water thou shalt not excell","",0,""
1432,"","424","a00424",424,"SEWALL, CHARLES","Ascension, On the","",0,""
1433,"sinners, associating with; retirement from worldly affairs.;","415","a00415",415,"SEWALL, CHARLES","Associating with sinners, On","",0,""
1434,"Blessed Virgin, Assumption of.;","416","a00416",416,"SEWALL, CHARLES","Assumption, On the","",0,""
1435,"","437","a00437",437,"SEWALL, CHARLES","Circumcision, On the","",0,""
1436,"thorns, crowning with; Passion of Christ.;","433","a00433",433,"SEWALL, CHARLES","Crowning with thorns, On the","",0,""
1437,"duty, Easter.;","429","a00429",429,"SEWALL, CHARLES","Easter duty, On","",0,""
1438,"All Saints, feast of.;","419","a00419",419,"SEWALL, CHARLES","Feast of All Saints, On the","",0,""
1439,"All Saints, feast of.;","425","a00425",425,"SEWALL, CHARLES","Feast of All Saints, On the","",0,""
1440,"commandment, first;","428","a00428",428,"SEWALL, CHARLES","First Commandment, On the","",0,""
1441,"Wheeler, Ths.; Green, Clem.; communion, frequent;","420","a00420",420,"SEWALL, CHARLES","Frequent communion, On","",0,""
1442,"","426","a00426",426,"SEWALL, CHARLES","Mass, On the","",0,""
1443,"sin, mortal; charity.;","421","a00421",421,"SEWALL, CHARLES","Mortal sin, On","",0,""
1444,"","436","a00436",436,"SEWALL, CHARLES","Nativity, On the","",0,""
1445,"Holy Ghost.;","435","a00435",435,"SEWALL, CHARLES","Pentecost, On","",0,""
1446,"injuries from others, receiving; patience under afflictions.;","434","a00434",434,"SEWALL, CHARLES","Receiving injuries from others, On","",0,""
1447,"God, renouncing.;","431","a00431",431,"SEWALL, CHARLES","Renouncing God, On","",0,""
1448,"","422","a00422",422,"SEWALL, CHARLES","Resurrection, On the","",0,""
1449,"confirmation.;","432","a00432",432,"SEWALL, CHARLES","Resurrection, On the","",0,""
1450,"","418","a00418",418,"SEWALL, CHARLES","Salvation, On","",0,""
1451,"","427","a00427",427,"SEWALL, CHARLES","Salvation, On","",0,""
1452,"Christ, scourging of; Passion of Christ.;","423","a00423",423,"SEWALL, CHARLES","Scourging of Christ, On the","",0,""
1453,"","414","a00414",414,"SEWALL, CHARLES","Temptations, On","",0,""
1454,"Hell, torments of; judgment.;","430","a00430",430,"SEWALL, CHARLES","Torments of Hell, On the","",0,""
1455,"Archer, Rev. James; ingratitude.;","417","a00417",417,"SEWALL, CHARLES","Vice of Ingratitude, On the","",0,""
1456,"communion; God, fellowship with; Christ, fellowship with God through.;","1658","a01658",1658,"SIMPSON, ARCHIBALD","Action sermon from 1 Corr 1st Ch & 9 vs","",0,""
1457,"Christ, sufferings of commemorated.;","1659","a01659",1659,"SIMPSON, ARCHIBALD","Action sermon from Isai 53 ch & 10 vs","",0,""
1458,"peace, covenant of.;","1660","a01660",1660,"SIMPSON, ARCHIBALD","Action sermon from Zech 6 ch 13 vs","",0,""
1459,"","1648","a01648",1648,"SIMPSON, ARCHIBALD","Archibald Simpson Manuscript Sermons","",0,""
1460,"gospel, preaching of; faith, nature of.;","1643","a01643",1643,"SIMPSON, ARCHIBALD","Corr 1, 21, 1[First]","",0,""
1461,"minister, death of; funeral sermon; sermon, funeral.;","1637","a01637",1637,"SIMPSON, ARCHIBALD","Ezek 33, 33 Sermon 2d","",0,""
1462,"God, judgments of; prayer, efficacy of.;","1644","a01644",1644,"SIMPSON, ARCHIBALD","Lecture upon 2 Sam 24 Ch, A","",0,""
1463,"Christ, humiliation of; Christ, exaltation of; Christ, crucifixion of; crucifixion of Christ.;","1617","a01617",1617,"SIMPSON, ARCHIBALD","Phillipians 2d Ch & 8 vs.","",0,""
1464,"Christ, proper expression of love for; Christ, love of.;","1620","a01620",1620,"SIMPSON, ARCHIBALD","Sermon 1st from John 14 Ch 23 vs.","",0,""
1465,"Christ, birth of.;","1627","a01627",1627,"SIMPSON, ARCHIBALD","Sermon 2d from 1st Tim 1st Ch & 15 vs","",0,""
1466,"judgment, last.;","1625","a01625",1625,"SIMPSON, ARCHIBALD","Sermon 2d from 2d Peter 3d Ch & 11 vs.","",0,""
1467,"Christian character; worldliness.;","1609","a01609",1609,"SIMPSON, ARCHIBALD","Sermon 2d from Col 3d Ch 2, 3, 4 vs.","",0,""
1468,"God, names of; worldliness.;","1646","a01646",1646,"SIMPSON, ARCHIBALD","Sermon 2d from Isai 26 Ch 8, 9 vs.","",0,""
1469,"chastity; Christ, obedience to; Christ, love of.;","1615","a01615",1615,"SIMPSON, ARCHIBALD","Sermon 2d from John 14 Ch 23","",0,""
1470,"salvation; regeneration; moral law; prayer, efficacy of; law, ceremonial; law, moral.;","1604","a01604",1604,"SIMPSON, ARCHIBALD","Sermon 2d from John 3d Ch 3 & 5 vs.","",0,""
1471,"Christ, prepared for;","1619","a01619",1619,"SIMPSON, ARCHIBALD","Sermon 2d from Luke 1st Ch 17 vs.","",0,""
1472,"Christ, example of; conversation, good; gospel, observation of.;","1640","a01640",1640,"SIMPSON, ARCHIBALD","Sermon 2d from Phillip 1, 27","",0,""
1473,"salvation; regeneration; preaching, efficacy of; God, power of.;","1605","a01605",1605,"SIMPSON, ARCHIBALD","Sermon 3d from John 3 Ch 3 & 5 vs.","",0,""
1474,"worldliness, avoiding; soul, happiness of; salvation.;","1601","a01601",1601,"SIMPSON, ARCHIBALD","Sermon 3d from Luke 10 Ch 41, 42 vs.","",0,""
1475,"salvation; grace, efficacy of.;","1606","a01606",1606,"SIMPSON, ARCHIBALD","Sermon 4th from John 3 Ch 3 & 5 vs.","",0,""
1476,"worldliness, avoiding; soul, happiness of; salvation.;","1602","a01602",1602,"SIMPSON, ARCHIBALD","Sermon 4th from Luke 10 Ch 41, 42 vs.","",0,""
1477,"salvation; pride.;","1607","a01607",1607,"SIMPSON, ARCHIBALD","Sermon 5 from John 3d Ch 3 & 5 vs.","",0,""
1478,"neighbors, right treatment of; living righteously.;","1629","a01629",1629,"SIMPSON, ARCHIBALD","Sermon 7 from Titus 2, 11, 12","",0,""
1479,"repentance; mercy.;","1621","a01621",1621,"SIMPSON, ARCHIBALD","Sermon first from Isai 55 Ch 7 vs.","",0,""
1480,"Christ, salvation through; sin, absolved through Christ; Christ, blood of.;","1635","a01635",1635,"SIMPSON, ARCHIBALD","Sermon from 1 Ep John 1 & 7","",0,""
1481,"sins, forgiveness of; regeneration; Christ, forgiveness in.;","1611","a01611",1611,"SIMPSON, ARCHIBALD","Sermon from 1 Ep John 1 Ch & 7 vs lt pt.","",0,""
1482,"afflictions, faith during; faith, constancy of.;","1610","a01610",1610,"SIMPSON, ARCHIBALD","Sermon from 1st Ep Peter 1st Ch 6 & 7 vs.","",0,""
1483,"ministers, duties of; sinners, Christ's redemption of;","1626","a01626",1626,"SIMPSON, ARCHIBALD","Sermon from 1st Tim 1st Ch & 15 vs.","",0,""
1484,"judgment, preparation for.;","1624","a01624",1624,"SIMPSON, ARCHIBALD","Sermon from 2d Peter 3d Ch & 11 vs.","",0,""
1485,"worldliness.;","1608","a01608",1608,"SIMPSON, ARCHIBALD","Sermon from Colos 3d Ch 2, 3, 4 vs.","",0,""
1486,"godliness; religion, true; God, obedience to; God, fear of.;","1653","a01653",1653,"SIMPSON, ARCHIBALD","Sermon from Deut 5 ch 29 vs, A","",0,""
1487,"sinners, reformation of; reformation of sinners; God, fear of.;","1654","a01654",1654,"SIMPSON, ARCHIBALD","sermon from deut 5 ch 29 vs, A 2d","",0,""
1488,"Sabbath, keeping the; God, duty to.;","1634","a01634",1634,"SIMPSON, ARCHIBALD","Sermon from Exod 20, 8 vs","",0,""
1489,"minister, death of; funeral sermon; sermon, funeral.;","1636","a01636",1636,"SIMPSON, ARCHIBALD","Sermon from Ezek 33, 33","",0,""
1490,"backbiting; neighbors, right treatment of; gossip.;","1638","a01638",1638,"SIMPSON, ARCHIBALD","Sermon from Gal 5, 15","",0,""
1491,"God, judgments of; prayer, efficacy of.;","1645","a01645",1645,"SIMPSON, ARCHIBALD","Sermon from Isai 26 Ch, 8, 9 vs, A","",0,""
1492,"Last Supper; crucifixion; Christ as redeemer; transgressions defined; iniquities defined; Christ, crucifixion of.;","1651","a01651",1651,"SIMPSON, ARCHIBALD","Sermon from Isai 53 ch & 5 vs, A","",0,""
1493,"communicants, worthy.;","1641","a01641",1641,"SIMPSON, ARCHIBALD","Sermon from Isai 66 & 2d","",0,""
1494,"Sabbath, profaning of the; sinners, penitent.;","1623","a01623",1623,"SIMPSON, ARCHIBALD","Sermon from Jerem 31 & 20","",0,""
1495,"mankind, shortcomings of; integrity.;","1663","a01663",1663,"SIMPSON, ARCHIBALD","Sermon from Job 31 Ch & 6 vs, A","",0,""
1496,"Christ, love of; Christ, obedience to.;","1614","a01614",1614,"SIMPSON, ARCHIBALD","Sermon from John 14, 23","",0,""
1497,"salvation; worldliness, avoiding; regeneration; moral law; prayer, efficacy of; law, ceremonial; law, moral.;","1603","a01603",1603,"SIMPSON, ARCHIBALD","Sermon from John 3d Ch 3 & 5 vs.","",0,""
1498,"worship, neglect of; God, proper worship of.;","1633","a01633",1633,"SIMPSON, ARCHIBALD","Sermon from John 4, 24","",0,""
1499,"sins, accepting responsibility for; sins, blaming others for.;","1649","a01649",1649,"SIMPSON, ARCHIBALD","Sermon from John [14] Ch & 47 vs, A","",0,""
1500,"Christ, preparation of the people of.;","1618","a01618",1618,"SIMPSON, ARCHIBALD","Sermon from Luke 1st Ch 17 vs lt pt","",0,""
1501,"Cana, marriage feast of;","1664","a01664",1664,"SIMPSON, ARCHIBALD","Sermon from Matt 22 Ch & 4 vs., A","",0,""
1502,"God, mercy of; God, grace of;","1652","a01652",1652,"SIMPSON, ARCHIBALD","Sermon from Matt 22 Ch 4 vs., A","",0,""
1503,"God, duty to; Christ, temptation of.;","1632","a01632",1632,"SIMPSON, ARCHIBALD","Sermon from Matt 4, 10","",0,""
1504,"God, trust in; living righteously; Sermon on the Mount; needful, the one thing.;","1642","a01642",1642,"SIMPSON, ARCHIBALD","Sermon from Matthew 6, 33","",0,""
1505,"gospel, practice of; conversation, good.;","1639","a01639",1639,"SIMPSON, ARCHIBALD","Sermon from Phillip 1, 27","",0,""
1506,"meditation on God; God, meditations; God, goodness of; God, wisdom of; God, power of; God, glory of.;","1631","a01631",1631,"SIMPSON, ARCHIBALD","Sermon from Ps 103, 19","",0,""
1507,"worshippers, duties of.;","1650","a01650",1650,"SIMPSON, ARCHIBALD","Sermon from Ps 116, 16 vs, A","",0,""
1508,"rashness; God, lack of knowledge of.;","1613","a01613",1613,"SIMPSON, ARCHIBALD","Sermon from Ps 26 & 6","",0,""
1509,"God, terrible majesty of; fast sermon; sermon, fast.;","1612","a01612",1612,"SIMPSON, ARCHIBALD","Sermon from Ps 39, 10, 11, 12 vs.","",0,""
1510,"works, covenant of; grace, covenant of; redemption, covenant of; faith, exercise of.;","1647","a01647",1647,"SIMPSON, ARCHIBALD","Sermon from Psal 14 & 1","",0,""
1511,"sinners, penitent.;","1622","a01622",1622,"SIMPSON, ARCHIBALD","Sermon from Psalme 38 vs 18","",0,""
1512,"faith; heaven, rewards of.;","1630","a01630",1630,"SIMPSON, ARCHIBALD","Sermon from Rev 2, 17","",0,""
1513,"God, worship of; heaven, rewards of; God, service to.;","1616","a01616",1616,"SIMPSON, ARCHIBALD","Sermon from Rev 4 Ch 10 vs.","",0,""
1514,"God, fellowship with; Communion, sacrament of; Church, role of.;","1655","a01655",1655,"SIMPSON, ARCHIBALD","Sermon from songs 8 ch & 2d vs, A","",0,""
1515,"religion, profession of.;","1656","a01656",1656,"SIMPSON, ARCHIBALD","sermon from songs 8 ch & 2d vs, A 2d","",0,""
1516,"","1628","a01628",1628,"SIMPSON, ARCHIBALD","Sermons Vollume Thirteenth [by Archibald Simpson]","",0,""
1517,"","1600a","a01600a",1600,"SIMPSON, ARCHIBALD","Sermons [by Archibald Simpson]","",0,""
1518,"Holy Spirit, influence of; communion;","1662","a01662",1662,"SIMPSON, ARCHIBALD","Two sermons undivided from Isai 44 Ch 3d vs.","",0,""
1519,"grace; faith; sinners, reformation of; reformation of sinners.;","1657","a01657",1657,"SIMPSON, ARCHIBALD","Two sermons undivided from Jer 3d Ch 19","",0,""
1520,"atonement before God; God, atonement to; God, sacrifice to;","1661","a01661",1661,"SIMPSON, ARCHIBALD","Two sermons undivided from Lev 10 Ch 3d vs.","",0,""
1521,"","76a","a00076a",76,"SITTENSPERGER, MATHIAS","Sittensperger, see Manners","",0,""
1522,"Allen, Rev. Ethan;","907","a00907",907,"SLOAN(E), SAMUEL","Religion the <i>rest</i> of all that labour","",0,""
1523,"City on a hill;","945","a00945",945,"SMITH, ARMISTEAD","City that is on an Hill cannot be hid, A","",0,""
1524,"government, divine.;","946","a00946",946,"SMITH, ARMISTEAD","Divine Government the Joy of our World, The","",0,""
1525,"Kingston Parish, Mathews Co., Va.;","944","a00944",944,"SMITH, ARMISTEAD","Sermons, 1792-1802 [by Armistead Smith]","",0,""
1526,"Hell, damnation of; damnation of Hell.;","1013","a01013",1013,"SMITH, HEZEKIAH","How can ye escape the Damnation of Hell","",0,""
1527,"","1014","a01014",1014,"STILLMAN, SAMUEL","Seventeen Manuscript Sermons, 1760-1804, [by Samuel Stillman]","",0,""
1528,"salvation, conditions for; repentance; faith; Straight Gate, the; Tennent, Charles;","1015","a01015",1015,"TENNENT, WILLIAM III","Sermon preached at New York","",0,""
1529,"Lunsford, Lewis, death of; God, grace of.;","949","a00949",949,"TOLER, HENRY","Testify the Gospel of the Grace of God","",0,""
1530,"Lunsford, Lewis, death of.;","947","a00947",947,"TOLER, HENRY","Two Sermons on the Death of Elder Lewis Lunsford","",0,""
1531,"Lunsford, Lewis, death of.;","948","a00948",948,"TOLER, HENRY","Work of Christ, For the","",0,""
1532,"Provincial Congress, S. C.; prayer; humiliation;","1713","a01713",1713,"TURQUAND, PAUL","Address on a day of fasting","",0,""
1533,"God, grace of; God, mercy of; God the Father; Christ, mercy of;","1704","a01704",1704,"TURQUAND, PAUL","And I will pray the Father","",0,""
1534,"David; greed;","1703","a01703",1703,"TURQUAND, PAUL","As the Lord liveth, the man that hath done this thing shall surely die","",0,""
1535,"God, power of; God's gifts; God, earthly temple of;","1726","a01726",1726,"TURQUAND, PAUL","Ask now the beasts, & they shall teach thee","",0,""
1536,"God, word of; man, duty of;","1693","a01693",1693,"TURQUAND, PAUL","Be ye doers of the word","",0,""
1537,"God, obedience to; Israel, God's kindness to; Isaiah, prophecies of;","1709","a01709",1709,"TURQUAND, PAUL","Behold, my Servant shall deal prudently","",0,""
1538,"wisdom; Lord, fear of.;","1668","a01668",1668,"TURQUAND, PAUL","Behold, the fear of the Lord, th[at] is Wisdom","",0,""
1539,"God, being of.;","1695","a01695",1695,"TURQUAND, PAUL","Being of a God, On the","",0,""
1540,"Judas;","1716","a01716",1716,"TURQUAND, PAUL","Betrayest thou the Son o[f] man with a Kiss?","",0,""
